park_name,緯度,経度,class,VARI,VARI_mean,VARI_std,VARI_min,VARI_max,R_med,G_med,B_med,R_mean,G_mean,B_mean,veg_ratio,n_mask,n_veg,leaf_temp_mean,leaf_temp_min,leaf_temp_max,leaf_temp_median,leaf_temp_std
八王子霊園,35.65974804,139.2616321,要注意,0.0828437432646751,0.0998941212892532,0.0731882378458976,0.0210316572338342,0.4804945588111877,162.0,169.0,149.0,154.4957733154297,162.34835815429688,143.79905700683594,0.8217592592592593,1296,1065,31.067373661803686,27.399249442342924,35.44804565891414,27.399249442342924,1.6771988743973683
八王子霊園,35.65956777,139.2616334,要注意,0.1323470026254654,0.1407939046621322,0.0775484070181846,0.020434807986021,0.488156795501709,141.0,149.0,138.0,137.67147827148438,146.74758911132812,135.7860565185547,0.9369369369369368,1332,1248,28.871091248716418,27.59385678242405,31.015137654744628,28.105692973501668,1.3513632377781235
八王子霊園,35.65938751,139.2616346,要注意,0.0848366096615791,0.108844056725502,0.0783026292920112,0.0,0.5455988645553589,160.0,168.0,148.0,156.57452392578125,164.65362548828125,150.01748657226562,0.9266975308641976,1296,1201,28.120715327051027,28.120715327051027,31.512012783294043,30.44952572818151,0.13988254481333595
八王子霊園,35.65920724,139.2616359,要注意,0.0910741984844207,0.1311013549566269,0.10707788169384,0.0245526060461998,0.9180523157119752,159.0,168.0,144.0,153.2642822265625,162.70132446289062,142.43704223632812,0.997808619430241,1369,1366,29.70318980262447,29.70318980262447,35.06243553841622,31.465683938310658,1.963349073072876
八王子霊園,35.65902698,139.2616372,健康,0.2026499509811401,0.3343908190727234,0.3010085821151733,0.0343706309795379,2.0,131.0,144.0,129.0,124.52252197265624,138.82432556152344,126.61711883544922,1.0,1332,1332,23.344619378151325,23.344619378151325,30.797318812620098,23.344619378151325,0.03145120931525758
八王子霊園,35.66083068,139.2618452,危険,0.030107993632555,0.020720649510622,0.0208839811384677,-0.024643424898386,0.0496240146458148,183.0,185.0,164.0,180.34698486328125,182.38072204589844,161.7742919921875,0.960648148148148,1296,1245,33.102356879125004,31.54056087619827,34.53049567001939,34.07483523594542,0.6125117503767719
八王子霊園,35.66065042,139.2618465,危険,0.031318437308073,0.0280014518648386,0.0156865343451499,-0.0214979313313961,0.102585919201374,179.0,182.0,162.0,177.3155059814453,180.0262908935547,160.92294311523438,0.8510802469135802,1296,1103,31.34844331058593,31.34844331058593,39.56446763789638,35.8526260329595,1.0840994269449928
八王子霊園,35.66047015,139.2618478,危険,0.037962794303894,0.0390784181654453,0.0173597540706396,0.0200612843036651,0.1364497244358062,174.0,178.0,157.0,174.14805603027344,177.93655395507812,157.12098693847656,0.8634039444850256,1369,1182,32.760771885056265,31.739508148168557,34.452034656138395,34.452034656138395,2.6561688914022983
八王子霊園,35.66028989,139.2618491,危険,0.0388919450342655,0.0386265106499195,0.0042785201221704,0.0182212460786104,0.0609164647758007,180.0,183.0,158.0,178.009765625,181.9631805419922,156.6776885986328,0.9992492492492492,1332,1331,30.560428620378293,28.765151637121747,35.53359903172131,31.52642479109083,1.8384233986384981
八王子霊園,35.66010962,139.2618504,危険,0.0387328341603279,0.0398275069892406,0.0229474604129791,0.0200243294239044,0.2804761826992035,178.0,182.0,162.0,174.35848999023438,177.9735870361328,161.00755310058594,0.7957957957957958,1332,1060,35.0037469594235,28.744010605874326,35.0037469594235,34.94490875798907,0.8137265760645376
八王子霊園,35.65992935,139.2618517,N/A,,,,,,,,,,,,0.7399691358024691,1296,959,,,,,
八王子霊園,35.65974909,139.261853,要注意,0.1592680811882019,0.2718411386013031,0.2860725224018097,0.0202498622238636,1.820129156112671,125.0,134.0,132.0,130.5650634765625,140.47511291503906,141.3353729248047,0.8596096096096096,1332,1145,27.464931651943886,26.338573311723415,32.46389353028459,30.743213783121632,1.0777884435670504
八王子霊園,35.65956882,139.2618542,健康,0.1768484115600586,0.2223043590784073,0.1217487603425979,0.0255582593381404,1.07719087600708,124.0,136.0,121.0,119.28636932373048,131.58644104003906,120.70830535888672,0.9857357357357356,1332,1313,23.052086669517948,21.418344202123766,29.854776098123864,22.52514492574792,0.7765114067506648
八王子霊園,35.65938856,139.2618555,要注意,0.1581385284662246,0.1751183420419693,0.0636880546808242,0.0407517068088054,0.6207761168479919,131.0,143.0,123.0,128.44412231445312,140.38568115234375,122.9832000732422,1.0,1369,1369,29.13640918627828,29.13640918627828,34.554622480514524,29.13640918627828,1.8434312533916923
八王子霊園,35.65920829,139.2618568,要注意,0.161621406674385,0.177416056394577,0.0704149976372718,0.0206071007996797,0.5521862506866455,129.0,141.0,125.0,125.2822494506836,136.04144287109375,126.45347595214844,0.9868827160493828,1296,1279,30.639754909202356,24.919186889253016,34.28796065799759,27.765812798846774,0.7840179432142003
八王子霊園,35.65902802,139.2618581,健康,0.207075223326683,0.2658407986164093,0.1681034713983535,0.0631264895200729,1.4429339170455933,119.0,133.0,117.0,115.56944274902344,129.51234436035156,118.16666412353516,1.0,1296,1296,25.05259146091167,22.629089684768967,30.056985802379828,26.121746157069797,0.5058710696406896
八王子霊園,35.66137253,139.2620623,健康,0.1891078054904937,0.224609836935997,0.1376776248216629,0.0393789671361446,1.0863879919052124,137.0,153.0,125.0,130.46096801757812,145.65240478515625,123.81531524658205,1.0,1332,1332,25.200668374629206,23.22661396186731,28.48159006373173,24.911895163063452,0.7281169877063145
八王子霊園,35.66083173,139.2620661,危険,0.0382609777152538,0.0315227732062339,0.0152925979346036,-0.0110266776755452,0.0481809452176094,185.0,188.0,165.0,182.06768798828125,185.26007080078125,163.14828491210938,0.9872372372372372,1332,1315,33.17770029182971,32.24166605978543,39.397413340279854,34.08562855423398,2.3570137712406525
八王子霊園,35.66065147,139.2620674,危険,0.0369156710803508,0.0297026336193084,0.0148713625967502,-0.0110266776755452,0.0477845706045627,184.0,186.0,165.0,180.8620147705078,183.83042907714844,162.9517822265625,0.8787436084733382,1369,1203,34.64031912669768,30.24429668816537,35.80224231823273,32.029168003131815,2.1284318533144884
八王子霊園,35.6604712,139.2620687,危険,0.0304967500269413,0.024070631712675,0.0231403447687625,-0.0317967794835567,0.0769607052206993,182.0,184.0,162.0,179.85922241210938,182.2155303955078,161.33494567871094,0.7947530864197531,1296,1030,32.42138904575056,29.423384878425296,38.03030188589394,30.72397502563584,1.930893991810342
八王子霊園,35.66029093,139.26207,N/A,,,,,,,,,,,,0.7327327327327328,1332,976,,,,,
八王子霊園,35.66011067,139.2620713,健康,0.7916340827941895,0.9449641108512878,0.7441773414611816,0.0203356929123401,2.0,85.0,104.0,117.0,102.0625457763672,118.65482330322266,127.13591003417967,0.9992283950617284,1296,1295,24.738634049386373,19.880100248187656,29.65919715578256,21.69431229372507,0.516588665166084
八王子霊園,35.6599304,139.2620726,健康,0.3628449738025665,0.5875762104988098,0.50710129737854,0.0448814928531646,2.0,100.5,118.0,114.5,101.7675323486328,119.36356353759766,116.91006469726562,0.984984984984985,1332,1312,25.356269798574722,21.84447673390486,27.668354698387546,22.206415182367966,1.200283544765192
八王子霊園,35.65975014,139.2620738,健康,0.2443210780620575,0.3091277778148651,0.2070187777280807,0.0422409661114215,1.6321966648101809,116.0,130.0,117.5,111.90496826171876,126.59941864013672,116.06944274902344,0.9992695398100804,1369,1368,24.10658919879265,24.10658919879265,29.45149508877346,25.492127229949958,0.6259435997134017
八王子霊園,35.65956987,139.2620751,健康,0.1998040378093719,0.2733689844608307,0.2261306792497635,0.0793635100126266,1.5399941205978394,128.0,143.0,123.0,123.30169677734376,138.17591857910156,121.25848388671876,1.0,1296,1296,25.797610630127018,20.671814639789087,30.346589103217006,25.353067941009414,0.9631653605886215
八王子霊園,35.6593896,139.2620764,健康,0.1707973480224609,0.1832756698131561,0.0993712544441223,0.0407517068088054,1.0468566417694092,133.0,146.0,125.0,130.900146484375,143.6366424560547,123.3918914794922,1.0,1332,1332,25.60462361047918,22.42567161110125,29.774699583061075,25.5512304226125,1.594975611953663
八王子霊園,35.65920934,139.2620777,健康,0.1952825188636779,0.2200656533241272,0.1013722047209739,0.0847092196345329,0.7925724983215332,129.0,143.0,125.0,125.02391815185548,138.80015563964844,123.7091064453125,1.0,1296,1296,26.01411278840255,22.435817753286344,27.632353342860068,22.473292137384608,1.7602508429122703
八王子霊園,35.65902907,139.262079,健康,0.1903078258037567,0.2169122099876403,0.0841709077358245,0.0522630140185356,0.5716658234596252,126.0,138.0,126.0,123.08399963378906,135.89553833007812,125.2556610107422,1.0,1369,1369,25.701200772444565,23.38145672369522,27.98750469248861,25.5977486282389,1.242572695615274
八王子霊園,35.66137358,139.2622832,危険,0.0332459434866905,0.0305500160902738,0.0263461619615554,-0.0297249816358089,0.2354811578989029,174.0,176.0,155.0,171.706298828125,174.57498168945312,154.18182373046875,0.9930555555555556,1296,1287,36.164653426921866,30.63277760113986,37.778894958546104,30.63277760113986,1.9784256605412622
八王子霊園,35.66101305,139.2622857,危険,0.0384305007755756,0.0432859547436237,0.0522524937987327,-0.0116889188066124,0.2474531531333923,181.0,185.0,161.0,176.20945739746094,180.2732696533203,156.6531524658203,1.0,1332,1332,34.1346507491962,31.311129460832458,34.1346507491962,34.1346507491962,1.2787340813246502
八王子霊園,35.66083278,139.262287,危険,0.030107993632555,0.0246128235012292,0.0172952432185411,-0.0112929912284016,0.0473197065293788,184.0,187.0,166.0,182.1983337402344,184.65245056152344,164.2326202392578,0.8325617283950617,1296,1079,33.15652971840872,32.365200035511464,33.15652971840872,32.716977468448995,0.0
八王子霊園,35.66065251,139.2622883,危険,0.037962794303894,0.0345683097839355,0.0161638390272855,-0.0099133802577853,0.0957232192158699,183.0,186.0,161.0,180.01695251464844,183.47457885742188,159.92449951171875,0.9744744744744744,1332,1298,31.30024830911028,29.33737182303592,34.357039031202554,34.357039031202554,1.663252538315615
八王子霊園,35.66047225,139.2622896,危険,0.0422036163508892,0.044547613710165,0.0161132514476776,0.0099673857912421,0.0921572148799896,177.0,181.0,167.0,174.74801635742188,178.6106719970703,166.52371215820312,0.7808641975308642,1296,1012,32.73365126917927,32.73365126917927,38.259929952091625,32.73365126917927,1.4042479981846778
八王子霊園,35.66029198,139.2622909,要注意,0.0864993557333946,0.2372932285070419,0.342893898487091,-0.0576266124844551,2.0,143.0,152.0,137.0,135.5770263671875,145.13946533203125,133.2989959716797,0.8013148283418554,1369,1097,27.502444979935913,26.19544219272833,34.54419432088992,33.04597689747197,1.3000900975764897
八王子霊園,35.66011172,139.2622922,健康,0.3158870935440063,0.4315584301948547,0.3385570347309112,0.1044001653790474,2.0,107.0,124.0,115.0,104.33708953857422,121.1741714477539,115.13137817382812,1.0,1332,1332,26.028856470880573,24.86822012614341,30.596829006593023,27.215574031636407,1.0317747491410785
八王子霊園,35.65993145,139.2622934,健康,0.2009905725717544,0.1941300183534622,0.0867817252874374,0.0105892270803451,0.5465471744537354,126.0,140.0,124.0,126.71373748779295,139.74903869628906,123.3844985961914,0.9782282282282282,1332,1303,25.62596955245094,24.948687509029366,31.179890589863106,25.01716661510322,1.5636161457267064
八王子霊園,35.65975118,139.2622947,要注意,0.0891215205192565,0.1077314764261245,0.038621462881565,0.0413434281945228,0.2631571888923645,161.0,170.0,145.0,157.97222900390625,167.581787109375,143.80247497558594,1.0,1296,1296,30.651337479492074,27.317491932288448,32.648729761254444,28.881482752866024,1.612608207870668
八王子霊園,35.65957092,139.262296,要注意,0.0882751941680908,0.090587168931961,0.0116554144769907,0.0677362456917762,0.1475948542356491,163.0,172.0,146.0,164.55404663085938,173.27102661132812,147.08108520507812,1.0,1332,1332,31.890478053442216,24.920631194720837,34.70852288724365,28.70486066607898,1.8062186020718967
八王子霊園,35.65939065,139.2622973,要注意,0.0854712948203086,0.0906253531575203,0.0228592380881309,0.0377796702086925,0.1550640016794204,161.0,170.0,149.0,162.7770233154297,171.04879760742188,150.7567596435547,1.0,1332,1332,29.01697733504146,28.35829505240668,36.025838874530216,29.82725347731101,0.8205837185763424
八王子霊園,35.65921039,139.2622986,要注意,0.0843246355652809,0.0967298597097396,0.0423754677176475,0.0261596720665693,0.2712211012840271,157.0,164.0,145.0,154.18467712402344,162.259765625,144.1133575439453,1.0,1332,1332,30.870939640225853,28.635530345624435,32.164103122170964,29.075038762740487,1.834575013303904
八王子霊園,35.65903012,139.2622999,要注意,0.1447820514440536,0.1393681019544601,0.063326895236969,0.0250658169388771,0.4938761293888092,138.0,149.0,129.0,136.39639282226562,146.19444274902344,130.03228759765625,1.0,1332,1332,30.38243507441807,28.719332188643673,33.099296480975,29.386953402611777,1.7108962327566024
八王子霊園,35.65884985,139.2623011,要注意,0.0736904218792915,0.0813833624124527,0.0328712798655033,0.0402259156107902,0.2884086072444916,150.0,157.0,143.0,152.4398193359375,158.543212890625,148.75,1.0,1296,1296,31.79990349377158,27.501670397611953,32.209008634056694,29.327151074388006,1.6163047108070767
八王子霊園,35.66137463,139.2625041,危険,0.0515012517571449,0.1249928250908851,0.1250835657119751,-0.0294773504137992,0.5103509426116943,165.0,168.0,149.0,149.6326904296875,157.28871154785156,141.9439697265625,0.9647147147147148,1332,1285,30.069706531233518,28.30818707107366,38.2656069353612,35.64211586099122,2.110088333081072
八王子霊園,35.66119436,139.2625053,危険,0.0309357699006795,0.031556162983179,0.0074485153891146,-0.0294773504137992,0.048994705080986,179.0,182.0,162.0,178.03396606445312,181.11102294921875,162.19635009765625,0.9061561561561562,1332,1207,31.273959196173177,30.733693842400797,35.59951739310927,32.663861755726,2.387992272356242
八王子霊園,35.66101409,139.2625066,危険,0.0368401296436786,0.0269047208130359,0.0184438955038785,-0.0111848451197147,0.0537901073694229,185.0,188.0,166.0,182.95050048828125,185.6691436767578,164.23597717285156,0.9351851851851852,1296,1212,34.69000352372442,31.629409225585743,38.63854131889022,35.22575692704814,0.5920709743182007
八王子霊園,35.66083383,139.2625079,危険,0.0,0.0104466406628489,0.020502233877778,-0.01145925745368,0.0532884337007999,186.0,187.0,165.0,183.30294799804688,184.3434600830078,163.2388153076172,0.8896396396396397,1332,1185,34.00743562907972,28.831740250049734,34.00743562907972,29.957076552681794,1.8579462629876722
八王子霊園,35.66065356,139.2625092,N/A,,,,,,,,,,,,0.7402402402402403,1332,986,,,,,
八王子霊園,35.6604733,139.2625105,要注意,0.1454143226146698,0.3805110454559326,0.3892086148262024,-0.0679251253604888,1.757319450378418,144.0,150.0,134.5,129.14476013183594,140.8098602294922,134.14710998535156,0.933528122717312,1369,1278,29.384617373455242,27.98613627462364,32.38037149606169,31.640620700819124,1.2060734933970547
八王子霊園,35.66029303,139.2625118,要注意,0.0790319666266441,0.188324972987175,0.3521429300308227,-0.0392328090965747,2.0,160.0,166.0,145.0,149.47328186035156,157.34774780273438,141.28160095214844,0.9097222222222222,1296,1179,27.52863031933349,25.880040856253768,34.41166063691417,31.789858381336593,0.6093926113650794
八王子霊園,35.66011276,139.262513,健康,0.1834875047206878,0.1806831657886505,0.0850250348448753,-0.0254404265433549,0.4760468006134033,135.0,150.0,128.0,134.18798828125,147.5399169921875,126.88068389892578,0.8989197530864198,1296,1165,26.706742622931976,23.332301098484724,26.706742622931976,23.332301098484724,0.5622876630032506
八王子霊園,35.6599325,139.2625143,要注意,0.1673036217689514,0.2066328972578048,0.171279639005661,0.0457194857299327,1.5061633586883545,134.0,146.0,127.0,130.21246337890625,143.11111450195312,125.5540542602539,1.0,1332,1332,29.323808512960245,25.182753254095083,33.261397331168226,32.04090496309697,1.2637902450236007
八王子霊園,35.65975223,139.2625156,要注意,0.0858605802059173,0.08526112139225,0.0098262382671237,0.0299113616347312,0.143605038523674,162.0,170.0,145.0,162.1621551513672,170.16366577148438,145.5728302001953,1.0,1332,1332,29.61409135359073,25.443359548417526,33.97982594627195,29.30083688228041,0.9908503244901767
八王子霊園,35.65957197,139.2625169,要注意,0.0832177549600601,0.1189321652054786,0.0973536297678947,-0.0104830805212259,0.5708985924720764,160.0,168.0,149.0,154.7998504638672,163.61285400390625,145.274658203125,1.0,1369,1369,28.35071441538504,28.35071441538504,32.33160805964201,29.05321269790085,0.9745795536342486
八王子霊園,35.6593917,139.2625182,要注意,0.0866504088044166,0.0937312245368957,0.0266220346093177,0.0485630296170711,0.1550640016794204,159.0,168.0,147.5,161.6936798095703,170.18287658691406,150.20986938476562,1.0,1296,1296,30.203740117377244,30.203740117377244,31.238579735843324,30.73365584499013,1.5745647173662503
八王子霊園,35.65921143,139.2625195,要注意,0.0866504088044166,0.0965498387813568,0.0223235934972763,0.0702420473098754,0.171627402305603,160.0,169.0,145.0,162.039794921875,171.04429626464844,146.92042541503906,1.0,1332,1332,26.441080095169763,24.70993815153691,31.740568900128476,31.580565826343896,1.5145892010696453
八王子霊園,35.65903117,139.2625207,要注意,0.0813395902514457,0.0792576670646667,0.0301910322159528,0.0100093148648738,0.1574580669403076,157.0,164.0,145.0,157.829833984375,164.79547119140625,145.8952178955078,0.9205246913580248,1296,1193,31.2920627399184,27.47271831436197,34.47281262668217,29.991556526004313,0.5334612813838201
八王子霊園,35.6588509,139.262522,健康,0.2781594097614288,0.4167315065860748,0.4145068824291229,0.0201841928064823,2.0,116.0,129.0,125.0,122.51437377929688,135.64491271972656,135.99378967285156,0.9662162162162162,1332,1287,22.959069163935805,22.959069163935805,26.041624233289443,25.549096579938087,0.9340238821779095
八王子霊園,35.65867063,139.2625233,健康,1.0298420190811155,1.1161155700683594,0.6987161636352539,0.1776468604803085,2.0,71.0,93.0,104.0,80.6822509765625,100.4002914428711,105.87509155273438,1.0,1369,1369,24.027992762069708,23.123588926277645,28.591721971194993,23.72397851990349,0.572344613345672
八王子霊園,35.66137567,139.262725,健康,0.1918036937713623,0.1556626558303833,0.091990515589714,-0.0294773504137992,0.4096337258815765,133.0,147.0,131.0,140.24586486816406,151.0992431640625,133.76841735839844,0.9984984984984984,1332,1330,25.838392566143515,22.200558454853187,26.41480457742391,22.200558454853187,0.6078991146826096
八王子霊園,35.66119541,139.2627262,危険,0.039878774434328,0.0350516848266124,0.0134441256523132,-0.0294773504137992,0.0891318619251251,172.0,175.0,154.0,172.23397827148438,175.60386657714844,154.36293029785156,0.9992283950617284,1296,1295,36.33098154320762,28.624701750399637,39.544479938935076,32.97229929498329,1.345504199940088
八王子霊園,35.66101514,139.2627275,危険,0.0373483188450336,0.0460046343505382,0.0223516151309013,0.0200243294239044,0.1032555997371673,175.0,179.0,161.0,171.60238647460938,175.7070770263672,160.17263793945312,0.8175675675675675,1332,1089,31.911058476176837,30.3206081402226,39.29549367097777,34.69142759797491,2.0368601115991254
八王子霊園,35.66083487,139.2627288,N/A,,,,,,,,,,,,0.7202337472607743,1369,986,,,,,
八王子霊園,35.66065461,139.2627301,健康,0.3740372657775879,0.4538987278938293,0.3792202174663543,0.0180830154567956,2.0,105.0,122.0,122.0,110.7967529296875,125.71946716308594,126.33683013916016,0.808641975308642,1296,1048,24.42650711063655,19.960112290068853,30.173245373486708,23.08238474544232,1.6244040984215724
八王子霊園,35.66047434,139.2627314,健康,0.4328454434871673,0.6315394639968872,0.4474117159843445,0.1638414114713668,2.0,93.0,111.0,111.0,93.8318328857422,113.06832122802734,111.23948669433594,1.0,1332,1332,23.481012194925444,22.738203313426883,28.005482798733606,27.06302786754102,1.072797808897089
八王子霊園,35.66029408,139.2627326,健康,0.3857137858867645,0.6081905961036682,0.5156775116920471,0.0102158095687627,2.0,95.0,111.0,112.0,98.5813217163086,115.18988037109376,114.00544738769533,0.9915123456790124,1296,1285,24.58905739511117,24.100646169021,30.231139066735768,24.100646169021,1.3382646780805958
八王子霊園,35.66011381,139.2627339,健康,0.3284182548522949,0.3790590465068817,0.2377036064863205,0.0211245734244585,2.0,101.0,116.0,115.0,105.72063446044922,120.26667022705078,116.82698059082033,0.9203798392987582,1369,1260,23.5936512654004,23.02061762008186,27.14368978517107,26.50688857608805,1.324190154158506
八王子霊園,35.65993354,139.2627352,健康,0.2422468066215515,0.3268010020256042,0.2989646196365356,0.0700839236378669,2.0,117.0,132.0,121.0,114.95795440673828,129.01576232910156,120.82958221435548,1.0,1332,1332,26.39778818460691,24.469783584877188,27.87464532051682,24.469783584877188,0.9626202968878982
八王子霊園,35.65975328,139.2627365,要注意,0.0870509073138237,0.1178599521517753,0.0654788985848426,0.0372088588774204,0.4220831990242004,158.0,167.0,144.0,152.9151611328125,162.34759521484375,140.90615844726562,1.0,1332,1332,28.835404931692114,28.230488355567733,33.89460945887976,30.77315865390274,0.5330357741026525
八王子霊園,35.65957301,139.2627378,要注意,0.0796980708837509,0.0784352421760559,0.0108093870803713,0.0452832505106925,0.1072007939219474,161.0,168.0,151.0,162.1516571044922,169.0968475341797,151.56005859375,1.0,1332,1332,29.393793360176673,29.393793360176673,32.155110644951016,30.919072995147786,0.7750703803002806
八王子霊園,35.65939275,139.2627391,要注意,0.0850855559110641,0.0825826674699783,0.0185416154563426,-0.0209218133240938,0.1483083963394165,163.0,171.0,147.0,164.96142578125,172.7507781982422,149.02622985839844,1.0,1296,1296,27.80112149407034,27.80112149407034,34.44926706659924,30.644221143070016,0.8017198711849386
八王子霊園,35.65921248,139.2627403,要注意,0.0870509073138237,0.0906978994607925,0.0424951054155826,-0.0213996358215808,0.171627402305603,161.0,169.0,145.0,162.6885986328125,171.14181518554688,146.96563720703125,0.9992695398100804,1369,1368,28.251160155700354,28.251160155700354,31.125336225852394,31.125336225852394,1.7513909409718003
