park_name,経度,緯度,標高,傾斜,傾斜方位
桜ヶ丘公園,139.4587591,35.63982845,81.31999969,2.045250416,167
桜ヶ丘公園,139.4587603,35.63955805,82.12000275,9.45548439,28
桜ヶ丘公園,139.4587616,35.63928764,86.31999969,5.736638069,104
桜ヶ丘公園,139.4587628,35.63901723,94.51999664,21.26187897,85
桜ヶ丘公園,139.4587641,35.63874682,98.22000122,22.29562378,205
桜ヶ丘公園,139.4587654,35.63847641,96.72000122,19.16537666,195
桜ヶ丘公園,139.4587666,35.63820601,96.31999969,7.065250874,138
桜ヶ丘公園,139.4587679,35.6379356,96.91999817,11.61825275,210
桜ヶ丘公園,139.4587692,35.63766519,91.91999817,19.91292763,212
桜ヶ丘公園,139.4587704,35.63739478,87.22000122,9.810626984,233
桜ヶ丘公園,139.4587717,35.63712438,87.41999817,5.170304298,37
桜ヶ丘公園,139.4587729,35.63685397,91.01999664,22.22410011,16
桜ヶ丘公園,139.4587742,35.63658356,93.01999664,11.03087616,19
桜ヶ丘公園,139.4587755,35.63631315,94.12000275,4.404991627,358
桜ヶ丘公園,139.4587767,35.63604275,96.62000275,2.753671169,62
桜ヶ丘公園,139.458778,35.63577234,97.81999969,2.896893501,159
桜ヶ丘公園,139.459079,35.64226315,80.81999969,5.789953232,247
桜ヶ丘公園,139.4590802,35.64199274,80.41999817,3.2047894,193
桜ヶ丘公園,139.4590891,35.64009989,81.22000122,6.170505047,60
桜ヶ丘公園,139.4590903,35.63982948,81.91999817,2.570797682,185
桜ヶ丘公園,139.4590916,35.63955908,81.81999969,1.836581826,298
桜ヶ丘公園,139.4590928,35.63928867,86.72000122,31.66069794,85
桜ヶ丘公園,139.4590941,35.63901826,96.81999969,21.49303055,110
桜ヶ丘公園,139.4590954,35.63874785,108.5199966,19.94244957,115
桜ヶ丘公園,139.4590966,35.63847744,110.0199966,28.43322563,175
桜ヶ丘公園,139.4590979,35.63820704,104.8199997,33.26136398,150
桜ヶ丘公園,139.4590991,35.63793663,107.9199982,27.71470261,192
桜ヶ丘公園,139.4591004,35.63766622,100.4199982,17.68775558,210
桜ヶ丘公園,139.4591017,35.63739581,96.51999664,19.304636,225
桜ヶ丘公園,139.4591029,35.63712541,92.72000122,28.76135254,191
桜ヶ丘公園,139.4591042,35.636855,88.72000122,13.82749462,178
桜ヶ丘公園,139.4591054,35.63658459,89.01999664,7.315155983,195
桜ヶ丘公園,139.4591067,35.63631418,91.81999969,3.985482216,357
桜ヶ丘公園,139.459108,35.63604377,96.81999969,4.773982048,104
桜ヶ丘公園,139.4591092,35.63577337,97.72000122,3.614106178,303
桜ヶ丘公園,139.4591105,35.63550296,98.31999969,2.550632715,60
桜ヶ丘公園,139.4591117,35.63523255,99.22000122,3.527798414,36
桜ヶ丘公園,139.4591206,35.6333397,105.3199997,14.50622368,9
桜ヶ丘公園,139.4591218,35.63306929,104.9199982,22.34176064,356
桜ヶ丘公園,139.4594077,35.64280499,98.91999817,2.991976976,162
桜ヶ丘公園,139.459409,35.64253459,87.22000122,21.10082054,247
桜ヶ丘公園,139.4594102,35.64226418,84.01999664,13.95102119,203
桜ヶ丘公園,139.4594115,35.64199377,82.12000275,19.90094185,126
桜ヶ丘公園,139.4594216,35.63983051,83.41999817,3.637260199,121
桜ヶ丘公園,139.4594228,35.6395601,83.22000122,0.721062422,189
桜ヶ丘公園,139.4594241,35.6392897,88.12000275,24.85533524,110
桜ヶ丘公園,139.4594253,35.63901929,97.41999817,11.71420193,81
桜ヶ丘公園,139.4594266,35.63874888,106.8199997,25.10580063,53
桜ヶ丘公園,139.4594279,35.63847847,116.9199982,12.81719398,71
桜ヶ丘公園,139.4594291,35.63820807,120.2200012,29.26424026,148
桜ヶ丘公園,139.4594304,35.63793766,119.8199997,23.73062134,216
桜ヶ丘公園,139.4594316,35.63766725,112.3199997,24.37542915,208
桜ヶ丘公園,139.4594329,35.63739684,107.1200027,24.87178802,199
桜ヶ丘公園,139.4594342,35.63712643,106.9199982,33.51527405,176
桜ヶ丘公園,139.4594354,35.63685603,97.72000122,24.64694595,221
桜ヶ丘公園,139.4594367,35.63658562,98.51999664,21.74542618,224
桜ヶ丘公園,139.4594379,35.63631521,90.62000275,0.183727905,321
桜ヶ丘公園,139.4594392,35.6360448,91.41999817,4.342590809,44
桜ヶ丘公園,139.4594405,35.6357744,93.41999817,13.30565739,15
桜ヶ丘公園,139.4594417,35.63550399,94.31999969,8.513055801,12
桜ヶ丘公園,139.459443,35.63523358,95.12000275,16.46832275,360
桜ヶ丘公園,139.4594442,35.63496317,97.22000122,16.29029655,36
桜ヶ丘公園,139.4594455,35.63469276,99.81999969,3.335677147,245
桜ヶ丘公園,139.4594468,35.63442236,100.3199997,6.684063911,5
桜ヶ丘公園,139.459448,35.63415195,100.2200012,8.059897423,359
桜ヶ丘公園,139.4594493,35.63388154,100.8199997,10.30897713,4
桜ヶ丘公園,139.4594505,35.63361113,102.0199966,8.723956108,14
桜ヶ丘公園,139.4594518,35.63334072,99.91999817,7.34709549,296
桜ヶ丘公園,139.4594531,35.63307032,98.12000275,0.376511455,68
桜ヶ丘公園,139.459739,35.64280602,98.62000275,17.46494865,73
桜ヶ丘公園,139.4597402,35.64253562,95.91999817,36.98524475,212
桜ヶ丘公園,139.4597415,35.64226521,90.22000122,21.46000099,192
桜ヶ丘公園,139.4597428,35.6419948,88.81999969,14.55376339,161
桜ヶ丘公園,139.459744,35.64172439,99.41999817,20.86549568,145
桜ヶ丘公園,139.4597453,35.64145398,100.7200012,15.71663284,224
桜ヶ丘公園,139.4597528,35.63983154,84.41999817,10.79055214,217
桜ヶ丘公園,139.4597541,35.63956113,85.51999664,17.41238213,147
桜ヶ丘公園,139.4597553,35.63929072,93.72000122,15.16255665,116
桜ヶ丘公園,139.4597566,35.63902032,101.4199982,15.48398972,126
桜ヶ丘公園,139.4597579,35.63874991,104.2200012,10.21859169,136
桜ヶ丘公園,139.4597591,35.6384795,114.2200012,25.79354286,93
桜ヶ丘公園,139.4597604,35.63820909,127.4199982,17.27929115,51
桜ヶ丘公園,139.4597616,35.63793869,127.8199997,14.11009121,231
桜ヶ丘公園,139.4597629,35.63766828,124.0199966,23.04400063,177
桜ヶ丘公園,139.4597641,35.63739787,119.5199966,13.19156837,185
桜ヶ丘公園,139.4597654,35.63712746,120.6200027,16.16047287,227
桜ヶ丘公園,139.4597667,35.63685705,110.5199966,18.10014725,281
桜ヶ丘公園,139.4597679,35.63658665,101.2200012,19.61244774,283
桜ヶ丘公園,139.4597692,35.63631624,91.12000275,7.914420605,195
桜ヶ丘公園,139.4597704,35.63604583,92.62000275,17.27458763,137
桜ヶ丘公園,139.4597717,35.63577542,91.81999969,1.080565095,229
桜ヶ丘公園,139.459773,35.63550502,96.81999969,24.8218689,152
桜ヶ丘公園,139.4597742,35.63523461,99.22000122,30.99185562,171
桜ヶ丘公園,139.4597755,35.6349642,100.2200012,19.34923363,188
桜ヶ丘公園,139.4597767,35.63469379,99.91999817,4.524619102,224
桜ヶ丘公園,139.459778,35.63442338,99.51999664,2.110074759,199
桜ヶ丘公園,139.4597792,35.63415298,99.41999817,1.836684108,321
桜ヶ丘公園,139.4597805,35.63388257,99.12000275,3.893741131,259
桜ヶ丘公園,139.4597818,35.63361216,98.41999817,0.697132289,270
桜ヶ丘公園,139.459783,35.63334175,98.22000122,3.455574751,330
桜ヶ丘公園,139.4597843,35.63307134,98.91999817,4.50595665,46
桜ヶ丘公園,139.4600702,35.64280705,98.51999664,13.68367863,98
桜ヶ丘公園,139.4600715,35.64253664,106.6200027,14.35169888,135
桜ヶ丘公園,139.4600728,35.64226623,110.0199966,12.16278839,188
桜ヶ丘公園,139.460074,35.64199583,100.3199997,26.19838142,174
桜ヶ丘公園,139.4600753,35.64172542,104.4199982,18.94440842,125
桜ヶ丘公園,139.4600765,35.64145501,107.2200012,16.96084213,233
桜ヶ丘公園,139.4600778,35.6411846,95.01999664,19.97823143,243
桜ヶ丘公園,139.4600828,35.64010297,95.22000122,22.53888321,142
桜ヶ丘公園,139.4600841,35.63983257,88.62000275,18.11259651,219
桜ヶ丘公園,139.4600853,35.63956216,90.41999817,21.47533035,90
桜ヶ丘公園,139.4600866,35.63929175,100.8199997,19.61826515,145
桜ヶ丘公園,139.4600878,35.63902134,109.9199982,26.51912117,147
桜ヶ丘公園,139.4600891,35.63875094,110.2200012,20.21582603,204
桜ヶ丘公園,139.4600904,35.63848053,113.3199997,15.16253376,116
桜ヶ丘公園,139.4600916,35.63821012,120.2200012,12.92425632,64
桜ヶ丘公園,139.4600929,35.63793971,129.9199982,12.73625469,78
桜ヶ丘公園,139.4600941,35.6376693,130.7200012,1.129430771,68
桜ヶ丘公園,139.4600954,35.6373989,130.2200012,7.343490124,311
桜ヶ丘公園,139.4600967,35.63712849,123.3199997,16.59625435,258
桜ヶ丘公園,139.4600979,35.63685808,112.3199997,21.27540207,269
桜ヶ丘公園,139.4600992,35.63658767,99.41999817,23.7328434,259
桜ヶ丘公園,139.4601004,35.63631727,91.81999969,1.763688087,153
桜ヶ丘公園,139.4601017,35.63604686,99.22000122,23.23346138,118
桜ヶ丘公園,139.4601029,35.63577645,100.9199982,15.46914005,198
桜ヶ丘公園,139.4601042,35.63550604,105.4199982,27.3883152,98
桜ヶ丘公園,139.4601055,35.63523563,118.0199966,16.21807289,169
桜ヶ丘公園,139.4601067,35.63496523,115.6200027,25.34190941,210
桜ヶ丘公園,139.460108,35.63469482,108.9199982,29.90644646,211
桜ヶ丘公園,139.4601092,35.63442441,104.7200012,18.15348053,190
桜ヶ丘公園,139.4601105,35.634154,101.9199982,16.45481682,232
桜ヶ丘公園,139.4601117,35.63388359,100.8199997,4.361390114,168
桜ヶ丘公園,139.460113,35.63361319,101.1200027,13.83856297,153
桜ヶ丘公園,139.4601143,35.63334278,104.6200027,25.8609333,192
桜ヶ丘公園,139.4601155,35.63307237,102.2200012,15.72949505,113
桜ヶ丘公園,139.4604015,35.64280808,100.1200027,16.75592232,98
桜ヶ丘公園,139.4604028,35.64253767,109.6200027,18.18639374,90
桜ヶ丘公園,139.460404,35.64226726,117.1200027,7.915073872,195
桜ヶ丘公園,139.4604053,35.64199685,114.6200027,23.85616875,181
桜ヶ丘公園,139.4604065,35.64172645,113.8199997,22.59866333,192
桜ヶ丘公園,139.4604078,35.64145604,114.5199966,20.05109406,203
桜ヶ丘公園,139.4604091,35.64118563,105.4199982,20.50190926,211
桜ヶ丘公園,139.4604103,35.64091522,99.51999664,22.49743462,195
桜ヶ丘公園,139.4604116,35.64064482,96.22000122,20.19660187,182
桜ヶ丘公園,139.4604128,35.64037441,98.12000275,15.31944466,142
桜ヶ丘公園,139.4604141,35.640104,98.41999817,1.089876056,239
桜ヶ丘公園,139.4604153,35.63983359,92.91999817,9.803590775,246
桜ヶ丘公園,139.4604166,35.63956318,89.41999817,3.838990211,182
桜ヶ丘公園,139.4604178,35.63929278,102.3199997,26.29213142,60
桜ヶ丘公園,139.4604191,35.63902237,116.6200027,27.70937347,80
桜ヶ丘公園,139.4604204,35.63875196,123.5199966,12.33958435,182
桜ヶ丘公園,139.4604216,35.63848155,121.9199982,20.78258324,144
桜ヶ丘公園,139.4604229,35.63821115,131.0200043,17.13343811,150
桜ヶ丘公園,139.4604241,35.63794074,130.9199982,3.637267113,239
桜ヶ丘公園,139.4604254,35.63767033,125.6200027,15.35707188,296
桜ヶ丘公園,139.4604266,35.63739992,121.1200027,18.8835144,343
桜ヶ丘公園,139.4604279,35.63712951,121.3199997,12.42400169,313
桜ヶ丘公園,139.4604292,35.63685911,108.7200012,23.48563194,276
桜ヶ丘公園,139.4604304,35.6365887,96.41999817,17.42988396,281
桜ヶ丘公園,139.4604317,35.63631829,94.81999969,17.59250641,143
桜ヶ丘公園,139.4604329,35.63604788,106.5199966,22.85843468,122
桜ヶ丘公園,139.4604342,35.63577748,104.6200027,10.42682457,203
桜ヶ丘公園,139.4604354,35.63550707,109.1200027,21.61807442,116
桜ヶ丘公園,139.4604367,35.63523666,117.5199966,14.1178627,97
桜ヶ丘公園,139.4604379,35.63496625,123.8199997,14.09422588,188
桜ヶ丘公園,139.4604392,35.63469584,120.5199966,27.82788086,220
桜ヶ丘公園,139.4604405,35.63442544,116.3199997,17.04899025,208
桜ヶ丘公園,139.4604417,35.63415503,107.2200012,20.509655,251
桜ヶ丘公園,139.460443,35.63388462,102.9199982,5.402921677,166
桜ヶ丘公園,139.4604442,35.63361421,108.7200012,30.2422924,113
桜ヶ丘公園,139.4604455,35.6333438,117.4199982,16.57682991,205
桜ヶ丘公園,139.4604467,35.6330734,106.8199997,13.27789879,228
桜ヶ丘公園,139.4607328,35.6428091,100.8199997,13.2402401,91
桜ヶ丘公園,139.460734,35.64253869,108.5199966,14.45994759,82
桜ヶ丘公園,139.4607353,35.64226829,116.7200012,15.22994328,79
桜ヶ丘公園,139.4607365,35.64199788,121.6200027,13.15950871,144
桜ヶ丘公園,139.4607378,35.64172747,124.6200027,14.29949188,165
桜ヶ丘公園,139.4607391,35.64145706,122.0199966,15.0243206,204
桜ヶ丘公園,139.4607403,35.64118666,118.7200012,25.00261116,195
桜ヶ丘公園,139.4607416,35.64091625,108.7200012,20.04123497,233
桜ヶ丘公園,139.4607428,35.64064584,107.7200012,21.72571564,213
桜ヶ丘公園,139.4607441,35.64037543,109.3199997,20.5117321,157
桜ヶ丘公園,139.4607453,35.64010502,104.2200012,34.87492752,263
桜ヶ丘公園,139.4607466,35.63983462,96.12000275,6.21480608,201
桜ヶ丘公園,139.4607478,35.63956421,92.31999969,7.921827316,245
桜ヶ丘公園,139.4607491,35.6392938,104.0199966,29.87204742,97
桜ヶ丘公園,139.4607504,35.63902339,111.6200027,24.44878387,26
桜ヶ丘公園,139.4607516,35.63875299,118.9199982,25.49258232,10
桜ヶ丘公園,139.4607529,35.63848258,126.6200027,15.46136093,33
桜ヶ丘公園,139.4607541,35.63821217,131.0200043,9.824318886,39
桜ヶ丘公園,139.4607554,35.63794176,132.0200043,0.54502517,239
桜ヶ丘公園,139.4607566,35.63767136,127.5199966,17.77474785,232
桜ヶ丘公園,139.4607579,35.63740095,120.2200012,18.69787216,241
桜ヶ丘公園,139.4607591,35.63713054,112.4199982,12.28256416,353
桜ヶ丘公園,139.4607604,35.63686013,106.9199982,24.34869957,281
桜ヶ丘公園,139.4607616,35.63658972,99.81999969,9.317655563,166
桜ヶ丘公園,139.4607629,35.63631932,102.4199982,21.15724754,114
桜ヶ丘公園,139.4607642,35.63604891,114.1200027,24.91508102,142
桜ヶ丘公園,139.4607654,35.6357785,112.9199982,22.69765663,221
桜ヶ丘公園,139.4607667,35.63550809,111.5199966,10.64831734,139
桜ヶ丘公園,139.4607679,35.63523769,121.9199982,19.56594086,59
桜ヶ丘公園,139.4607692,35.63496728,129.2200012,6.019654274,90
桜ヶ丘公園,139.4607704,35.63469687,127.2200012,13.31682777,236
桜ヶ丘公園,139.4607717,35.63442646,119.4199982,17.11522293,232
桜ヶ丘公園,139.4607729,35.63415605,109.1200027,20.18376923,259
桜ヶ丘公園,139.4607742,35.63388565,105.3199997,4.404969692,178
桜ヶ丘公園,139.4607755,35.63361524,111.6200027,31.08330536,100
桜ヶ丘公園,139.4607767,35.63334483,122.5199966,9.863278389,224
桜ヶ丘公園,139.460778,35.63307442,115.0199966,9.215992928,192
桜ヶ丘公園,139.4610653,35.64253972,106.2200012,14.81219578,64
桜ヶ丘公園,139.4610666,35.64226931,114.1200027,17.0967083,62
桜ヶ丘公園,139.4610678,35.6419989,121.9199982,17.33599281,56
桜ヶ丘公園,139.4610691,35.64172849,121.9199982,28.8876133,349
桜ヶ丘公園,139.4610703,35.64145809,124.3199997,23.47571182,31
桜ヶ丘公園,139.4610716,35.64118768,125.2200012,3.555820227,182
桜ヶ丘公園,139.4610728,35.64091727,123.6200027,20.63271332,214
桜ヶ丘公園,139.4610741,35.64064686,116.1200027,13.77137566,208
桜ヶ丘公園,139.4610753,35.64037646,117.9199982,17.14139366,227
桜ヶ丘公園,139.4610766,35.64010605,106.3199997,19.4228363,245
桜ヶ丘公園,139.4610778,35.63983564,101.5199966,14.02589321,216
桜ヶ丘公園,139.4610791,35.63956523,97.22000122,13.55925465,218
桜ヶ丘公園,139.4610804,35.63929483,97.62000275,9.278687477,113
桜ヶ丘公園,139.4610816,35.63902442,102.1200027,11.0313158,161
桜ヶ丘公園,139.4610829,35.63875401,108.4199982,24.18998909,36
桜ヶ丘公園,139.4610841,35.6384836,116.9199982,19.26865196,23
桜ヶ丘公園,139.4610854,35.6382132,122.9199982,9.892865181,90
桜ヶ丘公園,139.4610866,35.63794279,130.9199982,9.70215416,103
桜ヶ丘公園,139.4610879,35.63767238,127.2200012,23.07283401,271
桜ヶ丘公園,139.4610891,35.63740197,117.8199997,14.56669331,302
桜ヶ丘公園,139.4610904,35.63713156,108.7200012,15.74257946,271
桜ヶ丘公園,139.4610916,35.63686116,103.3199997,10.37654495,225
桜ヶ丘公園,139.4610929,35.63659075,103.7200012,11.93593311,167
桜ヶ丘公園,139.4610941,35.63632034,108.6200027,25.18918419,124
桜ヶ丘公園,139.4610954,35.63604993,118.4199982,24.98484612,110
桜ヶ丘公園,139.4610967,35.63577952,122.4199982,20.02786827,207
桜ヶ丘公園,139.4610979,35.63550912,117.0199966,12.73215771,192
桜ヶ丘公園,139.4610992,35.63523871,118.1200027,8.770954132,125
桜ヶ丘公園,139.4611004,35.6349683,123.7200012,14.67786026,67
桜ヶ丘公園,139.4611017,35.63469789,129.4199982,15.26787472,288
桜ヶ丘公園,139.4611029,35.63442749,121.6200027,15.5517292,245
桜ヶ丘公園,139.4611042,35.63415708,113.0199966,16.70137787,255
桜ヶ丘公園,139.4611054,35.63388667,107.9199982,6.240068436,152
桜ヶ丘公園,139.4611067,35.63361626,116.1200027,24.435112,91
桜ヶ丘公園,139.4611079,35.63334585,125.2200012,1.153092265,330
桜ヶ丘公園,139.4611092,35.63307545,118.3199997,6.844270229,207
桜ヶ丘公園,139.4613978,35.64227033,105.2200012,19.64499855,31
桜ヶ丘公園,139.4613991,35.64199993,111.2200012,24.64135361,31
桜ヶ丘公園,139.4614003,35.64172952,110.1200027,22.73601151,335
桜ヶ丘公園,139.4614016,35.64145911,110.7200012,25.57799339,8
桜ヶ丘公園,139.4614028,35.6411887,115.0199966,22.71615028,21
桜ヶ丘公園,139.4614041,35.6409183,119.0199966,26.63824463,39
桜ヶ丘公園,139.4614053,35.64064789,127.5199966,11.45538998,145
桜ヶ丘公園,139.4614066,35.64037748,119.7200012,18.63741112,226
桜ヶ丘公園,139.4614078,35.64010707,113.4199982,14.16522312,190
桜ヶ丘公園,139.4614091,35.63983666,110.0199966,22.21967506,232
桜ヶ丘公園,139.4614103,35.63956626,100.7200012,9.978855133,231
桜ヶ丘公園,139.4614116,35.63929585,99.81999969,5.461283684,120
桜ヶ丘公園,139.4614129,35.63902544,110.9199982,20.05614853,81
桜ヶ丘公園,139.4614141,35.63875503,114.8199997,23.56189728,175
桜ヶ丘公園,139.4614154,35.63848463,115.1200027,15.8612175,151
桜ヶ丘公園,139.4614166,35.63821422,123.5199966,15.99146271,70
桜ヶ丘公園,139.4614179,35.63794381,130.4199982,14.51357079,61
桜ヶ丘公園,139.4614191,35.6376734,130.9199982,11.60973167,237
桜ヶ丘公園,139.4614204,35.63740299,122.1200027,16.27014542,239
桜ヶ丘公園,139.4614216,35.63713259,113.0199966,22.97195625,271
桜ヶ丘公園,139.4614229,35.63686218,107.9199982,6.879448414,195
桜ヶ丘公園,139.4614241,35.63659177,109.6200027,11.49733353,143
桜ヶ丘公園,139.4614254,35.63632136,115.9199982,26.40345764,130
桜ヶ丘公園,139.4614266,35.63605096,126.0199966,10.9453373,113
桜ヶ丘公園,139.4614279,35.63578055,130.0200043,8.43772316,135
桜ヶ丘公園,139.4614291,35.63551014,127.7200012,19.01141357,193
桜ヶ丘公園,139.4614304,35.63523973,124.6200027,16.60677719,193
桜ヶ丘公園,139.4614316,35.63496932,125.1200027,12.20601654,146
桜ヶ丘公園,139.4614329,35.63469892,130.1199951,12.4610405,216
桜ヶ丘公園,139.4614342,35.63442851,125.4199982,11.55469227,228
桜ヶ丘公園,139.4614354,35.6341581,120.0199966,20.59587479,225
桜ヶ丘公園,139.4614367,35.63388769,115.0199966,16.81382751,160
桜ヶ丘公園,139.4614379,35.63361728,119.3199997,19.58779335,156
桜ヶ丘公園,139.4617303,35.64200095,98.72000122,20.81880379,353
桜ヶ丘公園,139.4617328,35.64146013,103.7200012,7.738642216,89
桜ヶ丘公園,139.4617341,35.64118973,107.9199982,13.70182228,136
桜ヶ丘公園,139.4617353,35.64091932,116.6200027,20.68782997,118
桜ヶ丘公園,139.4617366,35.64064891,126.1200027,18.99518776,95
桜ヶ丘公園,139.4617378,35.6403785,129.5200043,12.60942364,226
桜ヶ丘公園,139.4617391,35.64010809,120.8199997,22.45365334,262
桜ヶ丘公園,139.4617404,35.63983769,108.6200027,22.28171539,269
桜ヶ丘公園,139.4617416,35.63956728,106.9199982,19.97637177,144
桜ヶ丘公園,139.4617429,35.63929687,107.8199997,24.49367142,213
桜ヶ丘公園,139.4617441,35.63902646,107.2200012,22.3464222,76
桜ヶ丘公園,139.4617454,35.63875606,120.8199997,18.51556396,61
桜ヶ丘公園,139.4617466,35.63848565,124.9199982,10.05513096,186
桜ヶ丘公園,139.4617479,35.63821524,124.1200027,13.29022694,159
桜ヶ丘公園,139.4617491,35.63794483,128.9199982,16.77108002,121
桜ヶ丘公園,139.4617504,35.63767443,130.0200043,14.59020805,301
桜ヶ丘公園,139.4617516,35.63740402,121.0199966,20.66410637,287
桜ヶ丘公園,139.4617529,35.63713361,110.1200027,18.73604584,286
桜ヶ丘公園,139.4617541,35.6368632,109.3199997,2.005246878,187
桜ヶ丘公園,139.4617554,35.63659279,111.5199966,8.431255341,87
桜ヶ丘公園,139.4617566,35.63632239,114.4199982,12.58594799,17
桜ヶ丘公園,139.4617579,35.63605198,122.1200027,18.62213135,108
桜ヶ丘公園,139.4617591,35.63578157,126.6200027,12.58712387,87
桜ヶ丘公園,139.4617604,35.63551116,134.1199951,12.28788376,111
桜ヶ丘公園,139.4617616,35.63524075,133.5200043,15.84758949,211
桜ヶ丘公園,139.4617629,35.63497035,132.7200012,16.3560257,165
桜ヶ丘公園,139.4617641,35.63469994,134.9199982,5.495063782,219
桜ヶ丘公園,139.4617654,35.63442953,129.0200043,6.006917,221
桜ヶ丘公園,139.4617666,35.63415912,126.2200012,8.635844231,224
桜ヶ丘公園,139.4617679,35.63388871,124.5199966,13.75086117,150
桜ヶ丘公園,139.4620641,35.64146115,108.4199982,18.88215256,58
桜ヶ丘公園,139.4620654,35.64119075,117.6200027,16.23952293,85
桜ヶ丘公園,139.4620666,35.64092034,123.3199997,13.79355049,156
桜ヶ丘公園,139.4620679,35.64064993,131.0200043,8.452963829,116
桜ヶ丘公園,139.4620691,35.64037952,127.3199997,20.27416801,300
桜ヶ丘公園,139.4620704,35.64010912,118.6200027,18.25757027,309
桜ヶ丘公園,139.4620716,35.63983871,112.2200012,13.36995125,203
桜ヶ丘公園,139.4620729,35.6395683,120.3199997,20.74789238,145
桜ヶ丘公園,139.4620741,35.63929789,119.0199966,13.29579544,241
桜ヶ丘公園,139.4620754,35.63902749,110.5199966,9.588144302,180
桜ヶ丘公園,139.4620766,35.63875708,119.9199982,22.67728424,77
桜ヶ丘公園,139.4620779,35.63848667,132.0200043,15.45546627,129
桜ヶ丘公園,139.4620791,35.63821626,131.9199982,7.308307171,214
桜ヶ丘公園,139.4620804,35.63794585,130.2200012,15.90658951,330
桜ヶ丘公園,139.4620816,35.63767545,125.2200012,20.81907654,338
桜ヶ丘公園,139.4620829,35.63740504,120.7200012,12.27565575,314
桜ヶ丘公園,139.4620841,35.63713463,109.6200027,4.143850803,196
桜ヶ丘公園,139.4620854,35.63686422,113.4199982,22.00400734,124
